,PC1,PC2,PC3
"PISTACIA ATLANTICA, FRUIT OIL",0.6983124277554306,0.6283988988921179,1.8646511792013867
GOLDENROD HONEY (Solidago species),0.6504146876416402,-0.3541619201838742,1.5173049144324822
"ROSELLE LEAF, GREEN CULTIVAR (postflowering stage)",0.6532918300955433,-0.3580611403862191,1.5362894297160927
C. ERECTUS ROOT EXTRACT,0.6232022916234784,-0.36109560823434056,1.8097094642145262
CHESTNUT TREE SMOKE,0.6468735772571597,-0.3611999993031974,1.5622845249546888
CHERRY TREE SMOKE,0.6600220414356363,-0.3699290358294625,1.6159177031122285
RED ADLER TREE SMOKE,0.6350606261753281,-0.3731619744145427,1.6579436740627729
ABELMOSCHUS MOSCHATUS MEDIK SEED,0.6647904713755203,0.9238763445639564,1.4171048751327497
BIRCH TREE SMOKE,0.6612397229561839,-0.37381356134281446,1.639288585826639
TAGETES PATULA OIL,0.6503278080268201,-0.3540789995422427,1.5167023952190128
KASHIWA OAK (Q. dentata),0.6552080850903979,-0.36002050572778693,1.5581814458389802
STECHAS LAVENDER HONEY (Lavandula stoechas),0.6230889396273616,-0.3536692791182977,1.5217750816722067
TAGETES TENUIFOLIA OIL,0.6503092791543587,-0.3540533569927799,1.5165778867318715
KUMAZASA (Sasa albo-marginata),1.5364387165613422,-0.1500312196914833,0.4059576842423234
"MISO (soy bean, rice or fish)",0.4981613863264786,-0.45176471494150355,-2.31170659484648
LEATHERWOOD HONEY (Eucryphia lucida),0.6939015073474264,-0.4056791877459312,1.9807119000536686
RED OAK SMOKE,0.6629250267808663,-0.3717705231326958,1.627330245980436
HOP CONES or PELLETS (Humulus lupulus),-0.43981452373437646,8.117785158423748,-0.5693820325844281
RAPE HONEY (Brassica napus L.),0.7584224235644177,-0.4414083316701813,0.3975236170439394
RAPESEED ROASTED,0.7405252311679204,-0.36478990681442447,1.2020750907131796
MARMELEIRO & MORRAO DE CANDEIA HONEY (Croton sp.),0.4404852055571317,-0.36530026892438344,1.7342077705316927
"MISO (koji, aspergillus oryzae)",0.8033899194931882,-0.3665922359597937,1.3155744841747012
CEDARWOOD OIL (J. ashei),0.6544456192447234,-0.356756927869907,1.5437275625263291
SOY SAUCE (non-categorised),1.871578235069252,-0.49924018859198266,-0.5737484272912983
CHESTNUT HONEY (Castanea sativa L.),0.5455445972056622,-0.5043355250596694,-0.19751481841485813
EUCALYPTUS ESSENTIAL OIL (E. grandis×E. urophylla),0.6524011774796915,-0.35693269683874745,1.5305016288928064
TURPENTINE (Pistacia terebinthus) TWIG OIL,0.7419369380457624,1.5362910158442096,2.2317782572623504
ACACIA HONEY (several species),0.7184071836985794,-0.39043650456797063,1.4947268494348058
DANDELION HONEY (Taraxacum officinale Web.),0.8488378768651282,-0.39114357176703624,1.723177216824485
"RAW PUMPKIN SEED OIL (cold-pressed, fresh)",0.5348787737953256,-0.3619021173045075,1.495603309954639
BLACK SOYBEAN SAUCE,1.871578235069252,-0.49924018859198266,-0.5737484272912983
CEDARWOOD OIL (J. occidentalis var. australis),0.6544456192447234,-0.356756927869907,1.5437275625263291
"ROSELLE LEAF, RED CULTIVAR (flowering stage)",0.654804508225637,-0.3600839580440961,1.5460526328245863
CEDARWOOD OIL (J. pinchotii),0.6524392048365811,-0.3539965367009035,1.5303234005281003
TAGETES ERECTA OIL,0.6504166992165551,-0.3540856120647858,1.5173177102073339
"ROSELLE SEEDS, GREEN CULTIVAR (mature)",0.652941459944822,-0.35759086522454975,1.5340202693113534
WHEY PROTEIN,0.6504146876416402,-0.3541619201838742,1.5173049144324822
SUGAR MOLASSES,1.0931876954986253,-0.4363400920063166,0.2565151385393214
WHEY PROTEIN ISOLATE,0.5175642715696913,-0.3681703773195402,1.3184951038499686
EUROPEAN OAK (Q. robur),0.7198213405840264,-0.3625377335544817,1.5607656091041877
"ROSELLE CALYCES, RED CULTIVAR (mature)",0.652788746306246,-0.3573873815370464,1.5330333471275586
SOYBEAN PASTE,0.6504146876416402,-0.3541619201838742,1.5173049144324822
ANNATTO oil-soluble extract,0.8077694740532613,-0.3478018401503272,1.9126020254204512
"ROSELLE CALYCES, GREEN CULTIVAR (mature)",0.6528412881698707,-0.35745692641781757,1.5333667412480279
SAGE HONEY (Salvia officinalis L.),0.6896396675373692,-0.25545329870995404,1.54768120393572
PINE   FIR HONEY,0.6324040277814689,-0.3491899483159162,1.7452975366240846
RHODODENDRON HONEY,0.6505765570061462,-0.3537826427325632,1.522464898295934
THYME HONEY (Thymus vulgaris),0.15555376442555352,1.0176883695485561,2.0213352743007054
"PISTACIA ATLANTICA, BUD OIL",0.672253386632925,0.42215017938766886,1.6546794297331409
LONGAN HONEY (Euphoria longana),0.7108663367589491,-0.46492339429198143,-0.2586887826525097
"ROSELLE LEAF, GREEN CULTIVAR (pre-flowering stage)",0.6501355017762465,-0.35378854612183286,1.5155029691472752
JAPANESE SOY SAUCE (Tamari),0.516601641617027,-0.3570614773339067,1.5363324045272237
BURSARIA HONEY (Bursaria spinosa),0.7135492243004026,-0.36144880496990184,1.5111746790823128
CLOVER HONEY (Trifolium repens),0.7188006919907635,-0.4298128519888028,1.2342435664745446
AMERICAN OAK (mixture of,0.7770399997975841,-0.3584574080396206,1.5823917315262566
KONARA OAK (Q. serrata),0.622714747605305,-0.3598443729289035,1.524654761441076
"ROSELLE LEAF, GREEN CULTIVAR (flowering stage)",0.6534642616318844,-0.3582908628874841,1.5373960745328172
PISTACHIO (Pistacia vera) GUM OIL,0.6880551075487724,-0.2893463486751991,1.8123369550044799
WILLOW HONEY (Salix species),0.6874301985730624,-0.40688100900303986,1.6913518740978088
"PISTACIA PALAESTINA, FRUIT OIL",0.6686834196021362,-0.16543246596184433,1.6592719906734643
DOUGLAS-FIR HEARTWOOD SMOKE,0.6604027021675367,-0.36560600830487305,1.5884571277709825
MASTIC (Pistacia lentiscus L.) FRUIT OIL,0.7406008430716304,3.255026324175393,2.029482918192271
PISTACHIO (Pistacia vera) HULL OIL,0.7749012474537739,1.351612949313284,1.54667768820847
YEAST EXTRACT (saccharomyces cerevisiae),-11.652503160154048,-0.970957482592975,-16.80091959115804
CEDARWOOD OIL (J. occidentalis var. occidentalis),0.6544456192447234,-0.356756927869907,1.5437275625263291
BUCKWHEAT HONEY (Fagopyrum esculentum),0.6714593832283591,-0.3925079801324313,1.3715419752998055
FRENCH OAK (Q. sessiliflora Sallisb.),0.7782453279802549,-0.3537766927400709,1.5670298915105254
POTATO CHIPS (American),-1.4106922852615575,-0.5377769453159671,-1.758827924973256
TURPENTINE (Pistacia terebinthus) FLOWER OIL,0.6815811661135582,0.9356196708477978,1.7205422042132945
CANE SUGAR,0.30239536418759005,-0.3533284030073971,1.6562083203403026
SULLA HONEY (Hedysarium coronarium L.),0.5986031631829818,-0.26763419024270346,1.4286728971892257
TURPENTINE (Pistacia terebinthus) FRUIT OIL,0.6659937488992177,-0.008298020836199927,1.630979725026594
C. ERECTUS LEAVE EXTRACT,0.661091137894642,-0.37319260958969014,1.546431959853118
THISTLE HONEY (Carduus nutans),1.0098835245454352,-0.3705270908421385,1.7276654077705946
CEDARWOOD OIL (J. erythrocarpa),0.6544456192447234,-0.356756927869907,1.5437275625263291
PURPLE MILK THISTLE HONEY (Silybum marianum),0.6741598785582069,-0.37964279853327426,1.626306949979935
SUKIYAKI,1.7736467130272837,-0.37569027026202567,1.2264114254723566
CEDARWOOD OIL (J. scopulorum),0.6544456192447234,-0.356756927869907,1.5437275625263291
C. LANCIFOLIUS FRUIT EXTRACT,0.6579351734152342,-0.36498496172401246,1.5483212626913756
HONEY OF LEPTOSPERMUM SPECIES (Manuka and Kanuka),0.6747249233633817,-0.3814329105017349,1.7586312218132358
CEDARWOOD OIL (J. californica),0.6544456192447234,-0.356756927869907,1.5437275625263291
BANKSIA HONEY (several species),0.6814399490493107,-0.3645157995003324,1.3926655728089419
CEDARWOOD OIL (J. virginiana),0.6504146876416402,-0.3541619201838742,1.5173049144324822
MASTIC (Pistacia lentiscus L.) GALL OIL,0.6976149484452602,1.1653107516559515,1.840524869459185
MASTIC (Pistacia lentiscus L.) LEAF OIL,0.8961306405687736,8.7075267705694,2.47650266766582
CEDARWOOD OIL (J. osteosperma),0.6544456192447234,-0.356756927869907,1.5437275625263291
LUCERNE HONEY (Medigo sativa),0.7054175862927191,-0.35725794914957765,1.4800484395119626
PISTACHIO (Pistacia vera) LEAF OIL,0.7035298418481245,0.3358684373827423,1.920280520879714
LODGEPOLE PINE WOOD SMOKE,0.6634974702813897,-0.38223112751920735,1.6995523594414585
WALNUT TREE SMOKE,0.6605420236471229,-0.3676709766565219,1.6001072822023337
SIBERIAN GINSENG FRUIT (E. Senticosus),0.6635253878781187,-0.37093996611837715,1.607516601093315
PORTUGUESE CHESTNUT (Castanea sitiva Mill.),0.7198930727095771,-0.3545477173256691,1.5577516067715358
CEDARWOOD OIL (J. deppeana),0.6544456192447234,-0.356756927869907,1.5437275625263291
FINE LAVENDER HONEY (Lavendula angustifolia),0.6402056413184118,-0.3608108230820943,1.4398481278994537
MAPLE SYRUP (Acer saccharum),0.7560348425913418,-0.3544889595570502,1.5060657225139125
BLUE GUM HONEY (Eucalyptus leucoxylon),0.6466874146953554,-0.35287243201201074,1.4927149361945373
MASTIC (Pistacia lentiscus var. chia) TWIG OIL,0.7007190837385465,2.226101321710987,1.8220398279619108
ROSEMARY HONEY (Rosmarinus officinalis),0.6553884156191424,-0.39042933200940144,1.4715590877928528
SESAME SEED (roasted),0.5055761861374579,-0.5029394447893708,-1.7919416813479774
SOY MISO (dark),0.6495657337045418,-0.3541220622233515,1.517972811733541
MULTIFLORAL HONEY or UNDEFINED HONEY,1.593496228972192,1.686794922453887,-8.313778531719116
TURPENTINE (Pistacia terebinthus) LEAF OIL,0.8110503108109661,3.013837447530394,2.884676250202163
"SHOYU (koji, aspergillus oryzae)",-2.087883419463203,-0.8554506245981621,-6.589539689629597
NAMPLA (standard),0.6496592015845992,-0.35404857452485583,1.518606870982578
"PISTACIA ATLANTICA, LEAF OIL",0.6930205685258694,0.20367382768963074,1.8537023558106678
PISTACHIO (Pistacia vera) FRUIT OIL,0.6615071678117155,-0.29907929799326466,1.5741777898177252
FISH MISO (without koji),0.6458392556641219,-0.35457856474143606,1.4951315047127538
NAMPLA (premium),0.6502893025126528,-0.353893634270103,1.5184049502904513
SAVORY HONEY (Satureja subspicata Bartl. ex Vis.),0.6683905274220745,-0.38479042370257316,1.4743779053882546
ANNATTO water-soluble extract,0.6650642598967295,-0.3520952329323206,1.5528411260718376
REDWOOD TREE SMOKE,0.6525591161177517,-0.36172169678392185,1.5642210832636472
JAPANESE SOY SAUCE (Koikuchi),0.5459380528594237,-0.3575959005675453,1.5327658428410609
HICKORY TREE SMOKE,0.7040468546139732,-0.38789873465108543,1.7200939912349937
PORTUGUESE OAK (Q. pyrenaica Willd),0.7276960444248368,-0.35523934484962216,1.5471597472823515
MASTIC (Pistacia lentiscus L.) GUM OIL,0.7240148684026503,1.3560292669123368,1.9992666454065289
HOP OIL (Humulus lupulus),0.6277967583181044,419.7449887337426,-15.057105194654024
"PISTACIA PALAESTINA, LEAF OIL",0.6643485311605436,0.009143211250120551,1.6156155073264575
PANELA WATER,0.6346170436476452,-0.3540760063634723,1.519315674140723
SUNFLOWER HONEY (Helianthus annuus L.),0.7304617290386071,-0.39024853947185817,1.5775617544731542
"RAW PUMPKIN SEED OIL (cold-pressed, old)",0.5348813982411967,-0.36189406103416827,1.4956213094368518
MOLTIKA HONEY (Moltkia petraea (Tratt.) Griseb.),0.6685859376711063,-0.3647227009982913,1.6905723451429548
HONEYDEW HONEY (Cucumis melo L.),0.4956791359743801,-0.36917747275721724,1.4157972085205799
CEDARWOOD OIL (J. monosperma),0.6544456192447234,-0.356756927869907,1.5437275625263291
"tom yam (lemongrass, galangal, kaffir lime leaf)",0.654404103247307,-0.35964378642595346,1.5439518375500072
HAZE HONEY (Rhus succedanea),0.603839547819323,-0.3677945032083471,1.3805218822778025
SOY SAUCE (light),0.6487883150703098,-0.35410815535263,1.517535518490346
"ROSELLE LEAF, RED CULTIVAR (post-flowering stage)",0.6534678277322183,-0.3582990913905576,1.537447315043493
WHEY PROTEIN HYDROLYSATE,0.5715868194097335,-0.39667290658064697,0.8009400288693344
COFFEE HONEY (Coffea species),0.669305415482716,-0.36925323234308977,1.67458734947741
BUCHU OIL,0.7347743948226783,-0.5298244042981494,1.9802751279047068
DOUGLAS-FIR SAPWOOD SMOKE,0.6670914613033748,-0.369402154722537,1.6103085722029942
WHITE OAK SMOKE,0.6516227578552264,-0.36595542435980183,1.5912249275963632
MANUKA HONEY (Leptospermum scoparium Forst.),0.6454098868725542,-0.3958366760253293,1.1870669998642271
ASPEN TREE SMOKE,0.6634941394735204,-0.3672003827465016,1.5965692498111628
JAPANESE SOY SAUCE (Sai-Shikomi),0.6147968149543263,-0.3554617547471182,1.491109256105677
CORNFLOWER HONEY (Centaurea cyanus L.),0.812293079390669,-0.3716912756546925,1.7385015418007712
TEMPEH,0.47479195545459296,-0.32938938522835154,1.4091937290723648
SIBERIAN GINSENG SEED OIL (E. Senticosus),0.6622545838195946,-0.37015781078003607,1.5915737912579415
FISH MISO (with koji),0.6395709718876451,-0.35407885483034124,1.5143278784096041
APPLE TREE SMOKE,0.6567891588065106,-0.372488298500707,1.6367462203093472
ORANGE BLOSSOM HONEY (Citrus sinensis L.),0.4715838285082292,-0.2276859645199634,1.2463365004166458
"ROSELLE LEAF, RED CULTIVAR (pre-flowering stage)",0.6556248764833434,-0.3611799565775671,1.5513384408732287
HOP OIL (Humulus lupulus cv. Whitbreads Golding),0.47645156336518246,0.3063472564837212,1.2850443488443024
SOY MISO (light),0.6502913552794679,-0.3541713817426752,1.5163791453915905
CARAWAY HONEY,0.6481483072029754,-0.3914913085568959,1.0388680962487187
SOY SAUCE (aroma type Baijiu),0.6758026404635781,-0.3557441478042411,1.5407250715738803
"PISTACIA PALAESTINA, GALL OIL",0.6618959869784731,-0.23452810320779496,1.602598438490016
FIR HONEYDEW HONEY (Abies alba Mill.),0.6748265694106147,-0.36233141347166464,1.7958586102666556
ASPHODEL HONEY (Asphodelus microcarpus species),0.6781111983311991,-0.3979705019950322,1.4611862877155344
HARD MAPLE SMOKE,0.6499695673651708,-0.3700217688407518,1.6177814499103544
NATTO (bacillus subtiles),0.5908739222665527,-0.34420412238276155,1.8580837720363008
RAPESEED OIL,0.6032938476295371,-0.3674802156395429,1.120432249798619
YELLOW BOX HONEY (Eucalyptus melliodora),0.6311191040500395,-0.4434571312515333,-0.051259989990514225
STRAWBERRY TREE HONEY (Arbutus unedo L.),0.654588386612966,-0.3418211474836837,1.9282902101481894
EASTERN CEDAR TREE SMOKE,0.6489407245094009,-0.3708242059239838,1.627594844727756
CASHEW HONEY (Anacardium occidentale),0.44675432893886907,-0.36290291145555187,1.5543343043820081
JAPANESE SOY SAUCE (Shiro),0.6501251555952435,-0.354153786892471,1.5186191708518593
SOY SAUCE (dark),0.6394030161209516,-0.35393049692127593,1.5185495153281527
CARROT SEED,0.6541701069136022,-0.35998908135023056,1.545525219004542
NUOC-MAM,0.6490138457275301,-0.35409394487432494,1.5181779918668354
ABELMOSCHUS ESCULENTUS (L.) MOENCH SEED,0.6662301186960788,0.9176402980775801,0.9229938574703198
HEATHER HONEY (Calluna vulgaris   Erica arborea),0.4868356365353668,-0.4433896542887676,1.9060852108366717
OYSTER SAUCE,0.6502448324424841,-0.35411972452591906,1.5179090648906794
LODGEPOLE PINE BARK SMOKE,0.6737123166122072,-0.37926792420371847,1.6738011358768585
TAGETES MINUTA OIL,0.6560821154818534,-0.3619074845581977,1.5555602189364572
JAPANESE SOY SAUCE (Usukuchi),0.6415127033739708,-0.35516124095915047,1.5222535660788048
C. LANCIFOLIUS ROOT EXTRACT,0.6398283058649921,-0.357802420057951,1.6709752036961159
ASSA-PEIXE HONEY (Vernonia ferruginea Less.),0.44750796289119804,-0.36326745992175435,1.3813178595555369
"ROSELLE SEEDS, RED CULTIVAR (mature)",0.6528861105895067,-0.35751752604912274,1.5336680508345155
MIZUNARA (Q. mongolica var. grosseserrata),0.6622399224873234,-0.3578071703262315,1.7031147096405264
LINDEN or LIME TREE HONEY (Tilia cordata),0.728824712862085,-0.25193337596732673,1.1623701829137
C. ERECTUS FRUIT EXTRACT,0.6580334971964478,-0.36543955252648047,1.5505514685305735
MASTIC (Pistacia lentiscus L.) AERIAL PARTS OIL,0.7577559015911891,1.3514917767705394,2.3583518688856175
MASTIC (Pistacia lentiscus var. chia) GUM OIL,0.6590981728172375,0.12602031143910786,1.5643229596569135
PHACELIA HONEY (Phacelia tanacetifolia Benth.),0.6578863867641503,-0.3882849917679444,1.5706751819913751
"PISTACIA ATLANTICA, OLEORESIN ESS. OIL",0.6810146154889084,-0.28262709917795403,1.760305930126671
CITRUS SPECIES HONEY,0.8485269841293193,-0.3938418898950443,1.7706407132075863
RAPESEED RAW,0.6512953164728954,-0.3620081876120946,1.3682423614163557
C. LANCIFOLIUS LEAVE EXTRACT,0.6582375161135302,-0.3697506724404081,1.502726021382223
PARBOILED RICE (cooked),0.6253773110548444,-0.3635467451596533,1.4037920593334086
ORANGE MAIZE FLOUR (variety Pool,0.6584459257837274,-0.3591414617871271,1.5638681491846176
TACO SHELL,0.6106177547587355,-0.3502712197609308,1.6055867884089297
WINTER TRITICALE GRAIN (cv. Panteon),0.6502490344088375,-0.35541865645645104,1.4906272597971402
PROVITAMIN A MAIZE FLOUR,0.5024499390750997,-0.42517981175385905,1.1791297027509628
WHEATEN BREAD (hard red winter wheat),1.1195572273865273,-0.35708759804816753,0.34657566634599696
TORTILLA FLOUR,0.6504816342418023,-0.3522911548088833,1.5458060561803089
WHEAT GRASS,0.6504146876416402,-0.3541619201838742,1.5173049144324822
"WHITE RICE (long grain, milled, raw)",0.6534781012509914,-0.3582516622778363,1.537350191902817
WORT,1.1826237795750774,1.262371879894661,-1.087741887492129
CORN TORTILLAS,0.43363333996436126,-0.3502281555076391,1.4911926542618144
WHEAT GRASS BREAD,0.6137240589009622,-0.3516987027850299,1.5826137034195658
MAIZE (Mp708 genotype),0.6525429279986797,-0.356788271773011,1.542122268819341
WHEATEN BREAD BROWN,0.04622826273568983,-0.41869983611967937,-2.6509044940143474
CHOCOLATE MALT,1.192504019430802,-0.40150928039324196,0.7708882004162543
YELLOW MAIZE FLOUR,0.5024499390750997,-0.42517981175385905,1.1791297027509628
"BROWN RICE (long grain, cooked)",0.7388304415962645,-0.365877654685237,1.546302427095891
DENT CORN OIL,0.3049058553864948,1.9530571308213551,1.836391146594271
OAT FLAKES (toasted),0.747714390785579,-0.3827388643290191,1.1841623985350334
BASMATI RICE (raw),0.6569658805804331,-0.36292829951627564,1.5602163939687042
DONUT,0.5981776033700753,-0.3615528102545465,1.3802292385664412
POPCORN,0.6845612788463746,-0.45530574827785647,-0.5140834511324625
WHEAT FLOUR (mix of English soft wheats),0.660786389155019,-0.36799412856678687,1.5916925401556516
YELLOW MAIZE PORRIDGE,0.4756663117317365,-0.38206915432337535,1.4953516381634044
AMARANTH (A. spinosus),0.6093684237847198,-0.3649337214193421,1.4284760049962235
TIANYOU (traditional fermented wheat),0.6636144695046575,-0.37325875184127744,1.6090625596327628
DEFATTED RICE BRAN (insoluble dietary fibre),0.6577165221020318,-0.3603396031931025,1.6330480489066213
MAIZE (Tx601 genotype),0.6511232480888582,-0.3544989235939462,1.5496086688256747
RICE (unprocessed),-1.2755281583868472,-0.4912997523940009,-3.931158209600973
BARLEY (roasted),-0.26385804683657,-0.5465245852581302,-2.42140495126894
SWEET CORN,0.8300028306091547,-0.4287621457807364,0.5249546131619541
RYE CRISPBREAD,0.6506553173299556,-0.3549407840717667,1.5183047548294293
OAT GROATS (toasted),-2.198284962740281,-0.7290139388060094,-4.61725514165144
OATMEAL (cooked),-0.23832124366401225,-0.49151181840980823,-1.291663126645336
BREAD and BREAD PREFERMENT,0.5283811280899738,-0.3896487039309562,1.0989303595608044
WHEATEN BREAD CRUST,3.432459651990898,-0.621768501042936,-7.179748948409777
"WHITE RICE (long grain, milled, cooked)",0.652789630422185,-0.3573699626147963,1.532908319439092
WHEATEN BREAD CRUMB,0.6508242165739624,-0.29881183298128977,0.9818170629112135
DEFATTED RICE BRAN,0.6559887131494737,-0.363071160965678,1.5290804358837629
AMARANTH (A. retroflexus),0.5279932612474836,-0.3812340368509142,1.123673438482865
SCENTED RICE (unprocessed),0.3722104751809711,-0.4998051747306274,-0.8231407392945406
WHITE MAIZE FLOUR,0.5024499390750997,-0.42517981175385905,1.1791297027509628
BASMATI RICE (cooked),0.6543873949784147,-0.36303060994646846,1.5014705238049213
CORN (Zea mays),0.6436019011403531,-0.35537139923042854,1.504068331593613
OATMEAL,0.49858817379457476,-0.42599976152872987,0.1507741783270095
BUCKWHEAT,0.005983120515153507,-0.527623239910087,-2.358411445631135
MALT,-4.387929267060131,-0.7977497861354008,-5.2182270429560225
QUALITY PROTEIN MAIZE FLOUR,0.5024499390750997,-0.42517981175385905,1.1791297027509628
RICE CAKE,0.28761022185857543,-0.336661437089657,1.7402483562187312
SOONG-NEUNG (extract of cooked and roasted rice),0.7412517250735553,-0.3560766817774727,1.477512713393556
RYE BREAD,0.8249393182837486,-0.4462090680398181,0.2856615979803869
WILD RICE (Zizania aquatica),1.4879838909883845,-0.5624081001753931,-2.051058734018458
WHEATEN BREAD (hard white winter wheat),1.1195572273865273,-0.35708759804816753,0.34657566634599696
OAT GROATS,0.2307163736714972,-0.6975101395492308,-3.8989500713753618
MALTED BARLEY (roasted),0.6751881460042316,-0.3745323551551131,1.1135629167251129
WHITE MAIZE PORRIDGE,0.4756663117317365,-0.38206915432337535,1.4953516381634044
SPELT,0.6573078154214601,-0.36356675902716434,1.563504163968108
EMMER,0.6597018111594285,-0.3668358970874846,1.5795454983443882
RICE BRAN,-0.21849708383286595,-0.5852992451454698,-2.465881233479265
TRADITIONAL RICE (cooked),-0.8379551836931355,-0.28471268081117856,-3.771013742167625
OAT FLAKES,0.6722754770045218,-0.36256584775332495,1.510810064452297
EINKORN,0.6603079627746933,-0.36768787634510475,1.5836754627176468
WHEATEN BREAD WHITE,1.6335402948874864,-0.561281605718419,-2.710152789705834
AMARANTH (A. hybridus),0.609341411720846,-0.3647485993897126,1.4281067065885018
AMARANTH (A. cruentus),0.6093683389978819,-0.3649337418774727,1.4284753838510307
"BROWN RICE (long grain, raw)",0.6573669988890581,-0.3633055383473249,1.5625086819703389
WINTER TRITICALE GRAIN (cv. Fredro),0.6506393406632667,-0.35725560049849836,1.4315692552208878
QUALITY PROTEIN MAIZE PORRIDGE,0.4756663117317365,-0.38206915432337535,1.4953516381634044
WHEATEN BREAD BAQUETTES CRUST,0.5936590473972336,-0.3839216215430848,0.989587221175173
WINTER TRITICALE GRAIN (cv. Borwo),0.6506393406632667,-0.35725560049849836,1.4315692552208878
BARLEY (unprocessed),0.44691690298954656,-0.33006485860976664,1.6356578322996338
DEFATTED RICE BRAN (soluble dietary fibre),0.6515062464637484,-0.35578866348250177,1.5200960249308324
PROVITAMIN A MAIZE PORRIDGE,0.4756663117317365,-0.38206915432337535,1.4953516381634044
TORTILLA CHIPS,0.4227968544087314,-0.3479123991219502,1.6707748924462675
JASMINE RICE (raw),0.6579491404624915,-0.3643679171645132,1.5669209661882995
CRISPBREAD,4.400756571987085,-0.4803834606718783,-1.5753775260434584
BREAD DOUGH,0.6855469832776371,-0.3016673214042053,1.2523265145597144
PEATED MALT,1.2520017173209574,-0.4133448258321322,0.4092370177131527
OATMEAL (fresh extrusion product),0.6196975488836474,-0.37595853686981134,1.206329515788709
HARD RED SPRING,0.6559678213157558,-0.3616762100359175,1.5546659921837176
JASMINE RICE (cooked),0.655036422428594,-0.36397725012285326,1.505877331616012
AMARANTH (A. palmeri),0.6095204143721243,-0.367880007027182,1.4281027240556152
"WHEAT (soft whole-grain, lightly milled)",0.6444713629325481,-0.3446693868344844,1.4956530420928078
SCENTED RICE (cooked),0.3095266426878825,-0.4572747768725797,-1.8097139480925102
AMARANTH (A. hypochondriacus),0.5976153829740934,-0.3497295456315542,1.4099125788890623
CAVONE LEMON PEEL OIL,0.6610619499462349,-0.16756370552971148,1.590781438180783
SATSUMA MANDARIN PEEL OIL (Citrus unshiu),0.6793825255869693,-0.12171795963109105,1.6763773876003718
JACKFRUIT (Artocarpus heterophyllus Lam.),0.5947271305931519,-0.3867200884617905,0.7088058053645375
APPLE FRESH (Golden Reinders),0.6519881776766505,-0.3555916897219827,1.5762490400683642
CLOUDBERRY (Rubus chamaemorus L.),-0.47341188583169724,-0.351696130954214,1.927894860249062
BUDDHA HAND JUICE,0.6505032381413571,-0.35379537938000544,1.5179347317671354
POMELO WHITE JUICE (citr grandis Osbeck) PO51,0.6526965550478984,-0.35225699210847683,1.5355555742353832
SICILIAN LEMON PEEL (C. × limon (L.) Burm. fil.),0.6656882483730402,0.013310664143124781,1.6149156064609587
CALAMANSI FRUIT TAIWAN (citrus x microcarpa),0.6962466673458254,-0.3587127802618864,1.5428123596644339
CASHEW APPLE (fresh),0.606392564118669,-0.4028836601743217,-0.209461603330097
BLOOD-OF-MOMBUCA ORANGE PEEL (C. sinensis var. S.),0.6570011731859329,-0.2957224670820851,1.566638811883761
BITTER ORANGE PEEL OIL,0.728904572340849,-0.3193759789609252,1.7983048883473636
IYO-KAN PEEL OIL (Citrus iyo Hort. ex Tanaka),0.6796384817777844,1.0307726302695908,1.6643541306059424
PERSIAN LIME JUICE,0.6504410277972138,-0.3541317623358012,1.5174975344515378
SOUR CHERRY (Prunus cerasus L.),0.42627321273798513,-0.34632390659384776,-0.06755397460233224
BUDDHA HAND FRUIT (citrus medica v. sarcodactylis),0.6779590241157576,-0.35675207969929523,1.5276881116094605
"AMBARELLA FRUIT (unripe, Spondias cytherea S.)",0.6393530350238298,-0.35970496786214096,1.399276108739446
APPLE FRESH (Braeburn),0.6515259691061113,-0.25745968660813123,1.5578432545993035
LEMON PEEL OIL (Citrus limon Burm. f.),0.7585885551681385,0.16692623125054815,2.5821072906317926
OVAL KUMQUAT PEEL (F. margarita (Lour.) Swingle),0.6551233423530661,-0.2633945292813849,1.5487292681127987
APPLE FRESH (Jonagold),0.5652310940496797,-0.30801192051254167,0.7220458335111299
CASHEW APPLE JUICE,0.6598483027537624,-0.29751422707850844,-0.3526408777113185
"LIME JUICE (Citrus aurantifolia, Citrus latifolia)",0.5339882523447744,-0.3605592787014245,1.390199226402247
ARCTIC BRAMBLE (Rubus arcticus L.),0.7665884186929113,-0.36064846143562196,1.9946788953219245
APPLE FRESH (Granny Smith),0.6552187938040221,-0.3996471569959526,0.9876840876641153
APPLE FRESH (Red Delicious),0.636902440689349,-0.19715735534916443,0.08243036105790179
KABOSU OIL (Citrus spaerocarpa),0.6604453554438129,0.008822396990347271,1.4844551878400452
VITIS ROTUNDIFOLIA,0.3641222956167713,-0.32597180789530444,-0.18713810643698867
KABUSU PEEL OIL (Citrus aurantium f. kabusu),0.6524013549520009,-0.3608770354847326,1.4446780816416298
APPLE PROCESSED (cooked),0.7390305749347826,-0.1388512248658485,1.3848488521718447
DRAGON FRUIT (Hylocereus costaricensis),0.6523350595635019,-0.3566946107466766,1.5336446069847844
ORLANDO TANGELO (dancy mand duncan+grapefr hybrid),0.650415073617176,-0.354158323504321,1.517274635490583
ROUND KUMQUAT PEEL (F. japônica (Thumb.) Swingle),0.6578656765037614,-0.28054927137335234,1.5702953598629188
ORANGE JUICE (Citrus sinensis L. Osbeck),0.5700064534943089,-0.7017227459162291,-6.386319371495808
VALENCIA ORANGE PEEL (C. sinensis L. Osbeck var.V),0.6553147790804071,-0.2755961046952314,1.5510289925504352
